hash,msg,parents,is_merge,files,is_bugfix
b5796f44fb16d8e941acbd81e91770ead951b85e,"Refactor/fix some issues with prompt text boxes
- use same widgets for generate & live
- abstract away the switch between QLineEdit and QPlaintTextEdit
- fixed negative prompt not updated in the UI when switching documents
- show negative prompt box in live mode if enabled in settings #98",['a403ce0b0142a27b955e216f626fa9d8aaebbb49'],False,['widget.py'],True
96ab50488920ee9097250fad2e47e76bd71e4f1d,Fix broken inpaint/outpaint when it involves upscale #121,['db43f38d58d352344693a92ba651352c36d8518a'],False,['workflow.py'],True
cd01eb814bed1e9a0e43ab91f216e376b30c163d,Fix scenario where server needs an upgrade AND a new required model,['5645eb33820252656470515865d806895a2baa60'],False,['server.py'],True
373c59f9bf0e4e2ce9437e5ab17799dedc5a1d4d,"Performance upgrade by using KSamplerAdvanced with fewer steps

Setting for advanced KSampler use

ksampler_advanced method, denoise calculations

Use ksampler_advanced when relevant

Don't use sampler_steps_upscaling with use_advanced_sampler

Don't use advanced sampler method for live mode

Removed unnecessary checkbox

New parameter min_steps for ksampler_advanced

Ensures live mode always uses the predefined steps number even with ksampler_advanced

Using math.floor when rounding start_at_step according to min_steps

Corrected a double argument in inpaint ksampler_advanced call

Remove use_advanced_sampler setting, ksampler_advanced is now used by default

Add the correct steps number to sample_count

Moved the start_at_step calculation to _apply_strength method. min_steps replaced by fixed_steps parameter

Refactor, moved _apply_strength call inside _sampler_params method

Replaced fixed_steps parameter by min_steps in _apply_strength . Set min_step to '1' in normal rendering, and to 'steps' in live mode.

Removed unwanted start_at_step param key when _sampler_params is called by the upscaler",['fac13cfd6ffbf93679ce9c25b8f6f8fc29d07dd5'],False,"['comfyworkflow.py', 'workflow.py', 'test_client.py']",True
86493b03b28a455a83512f1ece41adf9fab4a534,"Removed entirely sampler_steps_upscaling style parameter

_sampler_params method parameters update : set default 'strength' to 1.0, replaced 'upscale' by 'advanced'

Removed 'is_upscaling' parameter from get_sampler_config method

Corrected _sampler_params 'advanced' param behaviour",['373c59f9bf0e4e2ce9437e5ab17799dedc5a1d4d'],False,"['style.py', 'cinematic-photo-xl.json', 'cinematic-photo.json', 'digital-artwork-xl.json', 'digital-artwork.json', 'settings.py', 'workflow.py']",True
5f60c1f96f003d923a657c9a1818bb5e19052c7d,"Reorganize files and imports:
Split up model.py
Split up widget.py
Clean up module imports
Use explicit signals (bit more boilerplate, but auto-completion and type check support)
UI event refactor: fixes",['e7b37c226682d2df7464fe749d9ac3dd829adc44'],False,"['__init__.py', 'connection.py', 'control.py', 'extension.py', 'jobs.py', 'model.py', 'pose.py', 'properties.py', 'resources.py', 'server.py', 'style.py', '__init__.py', 'actions.py', 'diffusion.py', 'generation.py', 'live.py', 'server.py', 'settings.py', 'upscale.py', 'widget.py', 'workflow.py', 'test_client.py', 'test_image.py', 'test_pose.py', 'test_properties.py', 'test_server.py', 'test_settings.py', 'test_workflow.py']",True
4437b99fd00a459b0c20445c2ea6fc43b064be99,"Merge branch 'ui-events'
Hopefully fixes many UI quirks, #85, #114","['e147c5b03969c5a24a074d89e2ad1d1dc153a020', '5f60c1f96f003d923a657c9a1818bb5e19052c7d']",True,[],True
840315761c0bebf5b77562f9d73aaca278637230,Fix layer observer after document is closed,['b68b920756f5a8988c44cbcc65ad8a6ae448b6bb'],False,['document.py'],True
b1865d1cce125728f805fab9d81730d926264a68,Fix pose extraction with newer versions of comfyui_controlnet_aux #165,['b8b43bd923f5d2f886fbe96ef2b134b9316622be'],False,['pose.py'],True
e6a843039d259bacb8c472239b47f338f301d0c5,"Use arrow up/arrow down key to adjust attention weight in prompt input box (#171)

* :construction: wip

* :hammer: refactor and add tests

* :construction: Do full CFG/AST of language

* nits

* :bug: Fix single line

* :bug: Restore selection

* handle selection

* fix all issues

* remove square/angle bracket support

* Bind to Ctrl + arrow key

* :fire: Remove added default style

* nits",['28a6a99868ab3e0316b76fc0d703b8c30ac97393'],False,"['attention_edit.py', 'widget.py', 'test_attention_edit.py']",True
e1e3f0b84f881a8abdc21642a27e3f12e05d7446,"Explicitly install wheel, setuptools #160 #185 #187
- on some systems there are errors regarding missing 'bdist_wheel' or 'setuptools'
- bit unclear why, shouldn't they come with pip?",['0e510a66ac855560968d61f822b149fe8061a7c4'],False,['server.py'],True
cf127d890e1302196a37ea8d4d10597e4719b9df,"CI with GitHub workflows #179:
- support type checks with pyright
- add github workflow for lint/typecheck/test
- configure inclusion/exclusion rules for black
- can now be run from the root dir
- move all downloaded models to one folder for caching
- adds cache to github workflow
- add dependencies for type checking
- fix type check issues with latest PyQt5 module
- fix download_models minimal missing control nets
- ignore windows-only constant in type checks
- move image out of LFS for CI tests it's tiny, and the rest of the images aren't needed at the moment",['3522e1b1ade5423ea561950a99dca972d7649f6e'],False,"['test.yml', '.gitignore', 'CONTRIBUTING.md', 'attention_edit.py', 'client.py', 'image.py', 'network.py', 'server.py', 'generation.py', 'live.py', 'settings.py', 'theme.py', 'widget.py', 'workflow.py', 'pyproject.toml', 'requirements.txt', 'Dockerfile', 'download_models.py', 'file_server.py', 'config.py', 'conftest.py', 'outpaint_context.png', 'outpaint_context.png', 'test_attention_edit.py', 'test_server.py', 'test_settings.py', 'test_workflow.py']",True
28aa3648a181cc94426195ef22e17abe1c50bc23,Add default upscaler name to error message,['cf127d890e1302196a37ea8d4d10597e4719b9df'],False,['client.py'],True
9b0a89b47a4615192da0999c350c5f3662fc378b,"Improve error reporting and recover state when something goes wrong during server start
Changed utf8 decoding to warn & fallback instead of error immediately #191",['28aa3648a181cc94426195ef22e17abe1c50bc23'],False,['server.py'],True
594a525bf60b759b7ebf3b92972c8a7ac4dfe368,Fix assertion when closing document whie live is active,['9b0a89b47a4615192da0999c350c5f3662fc378b'],False,['model.py'],True
4bcea66e5b93cc351569d4062d292b4b53efe561,"Parse LoRA from prompt (#198)

* Parse LoRA from prompts, apply additional loras loaded
* Removed debug line
* Add support for negative LoRA strength
* Lint format corrections
* Replacing os.path by pathlib.Path calls
* Use standard Exception, chain lora iterables
* Change signature of load_model_with_lora, add prompt as attribute
* Change signature of _parse_loras, get loras list instead of Client
* New test for _parse_lora method
* Update attention edit to support '<', '>' delimiters
* Test angle brackets attention edit
* Lint corrections",['032337ca35565957a4b451a2440b7a6513b6e6cf'],False,"['attention_edit.py', 'workflow.py', 'test_attention_edit.py', 'test_workflow.py']",True
fc04e056f9c73d9c09b4b40711f8416a06e3bca1,"Fix visibility and enabled state of ""Add pose"" button #200",['a976b9aa2e37c961a2c18c7bd8a0e791f9438cc2'],False,"['control.py', 'document.py', 'widget.py']",True
a4f7b83134c713e13f82433f7b6a6082e905fa7f,Fix preview layer update whenever a job finishes #201,['fc04e056f9c73d9c09b4b40711f8416a06e3bca1'],False,['model.py'],True
3ac1405f3727df1d176c68d56cfa4dbce588a7a8,Fix history widget layout for large width #210,['a4f7b83134c713e13f82433f7b6a6082e905fa7f'],False,['generation.py'],True
ac13e208ad741c932060f90b538470c1fae108a4,Fix upscale target resolution mismatch causing broken image,['c718844917b5212a058dfbed127ce15a7d3a3f4d'],False,['model.py'],True
0c42f5f405ed961a3071d4ac9bf0180d830ae419,Fix layer name not updated in control layer UI #217,['ac13e208ad741c932060f90b538470c1fae108a4'],False,['document.py'],True
bf631044821bdc39f5f4948e25c9494c4cebbb34,Fix checkpoint/lora refresh button not working,['ee234645e7164703aed14d3bdd4d393fa07c303d'],False,['settings.py'],True
e6f4db3509ebaee6396abf02335733ca13ca5e62,Document common questions and issues,['539833769f8810d0c51f80a1054021f8d428b50a'],False,"['README.md', 'common-issues.md', 'common-issues-greyed-out.png', 'common-issues-log-files.png']",True
f42025351709aaeb5ee275589a298ec08deba17a,Common issues tweaks,['e6f4db3509ebaee6396abf02335733ca13ca5e62'],False,"['README.md', 'common-issues.md']",True
3c3bd77089b83b9a2c2515a1e23e642f65fc4388,Fix issue with custom nodes that don't have required inputs #266,['09e5ac8c4b70b66abb2fabd160bbc6ad5e2ed50e'],False,"['__init__.py', 'client.py']",True
d3cf46dc03fcc570d2826fb97c4af2ee5e3c126c,Common issues: mac ssl certificate issue,['94c2dfa0f45276bd6ac29185d3249a442424ebda'],False,['common-issues.md'],True
76fce10f854870dca7550f2a8d5f82d7501ce2e7,Type check fixes,['d3cf46dc03fcc570d2826fb97c4af2ee5e3c126c'],False,"['attention_edit.py', 'connection.py', 'control.py', 'document.py', 'extension.py', 'image.py', 'persistence.py', 'properties.py', 'diffusion.py', 'generation.py', 'server.py', 'settings.py', 'switch.py', 'widget.py']",True
5940ecda26791e34ed44bb49b1ea0fb1059b4a9b,Fix division by zero when all ip-adapter weights are 0 #271,['76fce10f854870dca7550f2a8d5f82d7501ce2e7'],False,['workflow.py'],True
9865c23f4c7624ae6bb740cef437ea670b7aec42,Fix crash when setting upscale factor to non-0.5 increment #264,['5940ecda26791e34ed44bb49b1ea0fb1059b4a9b'],False,['upscale.py'],True
f56119b18bb38f6ab16a77f8b0568fa8e5ec8aba,"Fix result thumbnails not scaling with display (Windows) #278
also adds minimum height, apply button should never cover the image entirely",['9865c23f4c7624ae6bb740cef437ea670b7aec42'],False,"['image.py', 'generation.py', 'theme.py']",True
5fb2c94e862e5d9f9d451ff9b7d2d733510927ca,Fix history UI not being updated when old images are pruned,['eff2ec6a3688aa43537d56ba64d093c37a541a2c'],False,"['jobs.py', 'generation.py']",True
7a35bebb630c179289479353f0e651d567e0bc60,"Fix live mode and persist workspace
the is_active check is still needed, fixes #282",['5fb2c94e862e5d9f9d451ff9b7d2d733510927ca'],False,"['document.py', 'model.py']",True
65380f053d74e448b351e689b746935aa48b585c,"Extend queue popup menu with batch count and seed #133 #139
- batch count disabled for upscale, it doesn't fit in without a multiple-result-preview mechanism
- live mode uses the same seed as generate/upscale
- removed the fixed seed option from the settings",['ace639b0871e2189b9eaf43d728384f15bc57109'],False,"['comfyworkflow.py', 'cancel-dark.svg', 'cancel-light.svg', 'model.py', 'settings.py', 'generation.py', 'live.py', 'settings.py', 'upscale.py', 'widget.py', 'workflow.py', 'test_workflow.py']",True
bdbf52d11ec27c2bcf3e5fc50c91f3d9ddc73864,Fix initial state of queue popup,['faf23668f68be483d0baa8807659db46a8eacf86'],False,['widget.py'],True
1df9afad755f00c8e5d1ad85fa3c698e6412e779,"Added context menu to history widget:
- copy previous (negative) prompt
- copy previous seed
- fix seed sometimes not fitting into int32
- persist negative prompt in history
- new history section when negative prompt changes
- close popup when it is clicked (outside a child widget)",['bdbf52d11ec27c2bcf3e5fc50c91f3d9ddc73864'],False,"['jobs.py', 'model.py', 'persistence.py', 'generation.py', 'widget.py', 'workflow.py']",True
884f4f8d694586fe7cbb55053385230ae784d357,"Resolution tests, fixes, tweaks",['a640654b20ae2203dd68c0c5900b2fb9c6250320'],False,"['image.py', 'workflow.py', 'test_workflow.py']",True
f7f83ed7973e37bcafd5c811ad246de6102b9260,"Composite images in inpaint tests, fix bad scale/crop of control images in inpaint upscale, fix some resolution bugs",['68d39cf30084fbbb4307ee3c1c865e68ffaa551d'],False,"['workflow.py', 'file_server.py', 'test_settings.py', 'test_workflow.py']",True
e17292d68e40d00c28cf2d07371491a4ddc302f1,Fix upscaler name and sorting,['a0ffae95ce8c079ee28e968d9eac1a9d95eb3aeb'],False,"['client.py', 'resources.py', 'upscale.py']",True
9819ab53e2371542a84f930e61fff760f1c85594,"Fix cancel not updating the queue count, and improve progress bar",['e17292d68e40d00c28cf2d07371491a4ddc302f1'],False,"['comfyworkflow.py', 'jobs.py', 'model.py']",True
4a11ed46e3fd7241a1e5088450ec17f069b20f81,Fix inconsistent capitalization of model name,['0a213918749cb75bb61bb9edb7e48befcf621eac'],False,"['test.yml', 'resources.py', 'comfy-requirements.md', 'test_workflow.py']",True
110d39f785808867123c659beefbc3dd89a98232,Fix UI overwriting previously set preferred checkpoint resolution,['e2d62fdfe36ce672d9b3163a3f52034c39c224c1'],False,"['settings.py', 'settings.py']",True
fe115a3564e42c985c90d88ca676d97e9e4bc9fb,Fix wrong image size when height is not multiple-of-8 but width is #306,['a674fb4c2ee8a3268a82255684490a664217ba88'],False,"['document.py', 'image.py', 'workflow.py', 'test_workflow.py']",True
4868793c482ea6a1563541d30bfdf7e037c4daec,Fix typing,['fe115a3564e42c985c90d88ca676d97e9e4bc9fb'],False,['workflow.py'],True
c723283dd0c7ff11f3aa29e8dc8186f003bfa156,"Fix hand refiner when using selection, add test",['912b4aa13caafe4eda24fe88e6c26657e1f3e337'],False,"['comfyworkflow.py', 'document.py', 'model.py', 'workflow.py', 'character.webp', 'test_create_hand_refiner_image_left_hand.png', 'test_create_hand_refiner_image_no_mask.png', 'test_create_hand_refiner_image_right_hand.png', 'test_workflow.py']",True
0334ea3ce889a3eacc4265068379b4e5ac309227,"Add option to dump last comfyui prompt
- mostly for debug
- fixed some imports
- fixed plugin not loading if settings.json is broken",['cef4f0fb9c89f1ebf35402bd20bce2913a942ad8'],False,"['client.py', 'comfyworkflow.py', 'settings.py', 'settings.py', 'theme.py']",True
d9707b90fe77265060ecedf70ba152241e8f7de3,"Fix some UI update issues
- upscale model not set initially
- default connection widget even if already connected",['25628e022f81c234b986545cc9af3816dd757a4d'],False,"['model.py', 'properties.py', 'diffusion.py']",True
d9ba06051bb396fcde7535e5aab7e256606c706f,"Less convenient but more robust version of live recording
- previous one could lead to synchronization issues due to actions running on wrong layers",['a48699d070c49301cfec6be5c569d7e4184b54bc'],False,"['document.py', 'model.py']",True
033bb1425ba0cd2bec3d4b89e4d07c6e3c9762ac,Fix image fill falloff radius (should be 0 for outpaint),['8ff6d1fd899f74c9702c874b306cbef68f864d6d'],False,"['comfyworkflow.py', 'workflow.py', 'test_workflow.py']",True
dc71d457b40840b4d739d69c18e81bd7f7b3cd8b,"Change default inpaint model
Fix generate button after canvas change",['d1df87a60f494d5e072b10448501aa7ef8bc36fa'],False,"['client.py', 'resources.py', 'generation.py', 'workflow.py']",True
55decdbe180cb5e32edaf874d762314c0d894e11,"Fix document event connection bug, cache existing document wrappers",['9f0eb2c60e02343cc3801591c881be77e089e4be'],False,"['document.py', 'model.py', 'pyproject.toml']",True
cdc793367f181cb72d7e33a746c3c8692b23f277,Fixed context layer update,['0886ec2fd4fc7c0e452d9f0b69c46706d4688396'],False,['generation.py'],True
d42ac1205bcad10d4fbe35d121463754d19a4623,Fix test,['cdc793367f181cb72d7e33a746c3c8692b23f277'],False,['test_workflow.py'],True
5d72756e1afc3474951bcba4aa30495c1ac4d98c,Fix error message for missing inpaint model,['d42ac1205bcad10d4fbe35d121463754d19a4623'],False,"['client.py', 'settings.py']",True
eb806688b1a95f9557f895a220c9d1fb4c064174,Fix crash after flatten image with preview layer #381,['5d72756e1afc3474951bcba4aa30495c1ac4d98c'],False,['model.py'],True
c63b10e752e32eeb088b83ec8bd5591c927c41f9,Don't error out if there is a text encoding issue for python version check #370,['b212ff7cb4604d45c9ab4b679e451ff77479baa9'],False,['server.py'],True
95de66bef7c54b851a6084ee8daae39bbd11e8d1,"Don't rebuild Lora path on client, use the original strings from the server #307 #375
- to fix windows vs linux path separator mismatch",['c63b10e752e32eeb088b83ec8bd5591c927c41f9'],False,"['settings.py', 'util.py', 'test_util.py']",True
0b653b104bfdbbdd9e318382b134d187f493dcf3,Fix path dict test on linux,['a52f3a175182bddf9a3e59e4e79faea1b7186729'],False,['test_util.py'],True
c5e27a66da30cc9a55bc4843c95a45cb2954f9a2,Fix generate button visible when blur controlnet is selected #369,['0b653b104bfdbbdd9e318382b134d187f493dcf3'],False,['control.py'],True
